Chassis|Model|MUL ID|Combined|Clan|Source|File Location|Weight|Intro Date|Experimental year|Advanced year|Standard year|Extinct Year|Unit Type|Role|BV|Cost|Rules|Engine Name|Internal Structure|Myomer|Cockpit Type|Gyro Type|Armor Types|Equipment|Manufacturer|Factory|Targeting|Comms|Armor|JJ|Engine|Chassis|Capabilities|Overview|History|Deployment|Notes
Ogre Battle Armor|(Interdictor)(Sqd6)|9120|Ogre Battle Armor (Interdictor)(Sqd6)|false|TRO: 3145 Free Worlds League|data\mechfiles\battlearmor\3145\Marik\Ogre BA (Interdictor)  (Sqd6).blk|6.0|3091|||3091|-|Battlearmor|Juggernaut|592|4170000|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Mimetic,|BAJumpJet,ISBASRM2,BAHeavyBattleClaw,IS BA ECM|Tvastar Enterprises|Regulus|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Ogre Battle Armor|(Interdictor)(Sqd4)|6482|Ogre Battle Armor (Interdictor)(Sqd4)|false|TRO: 3145 Free Worlds League|data\mechfiles\battlearmor\3145\Marik\Ogre BA (Interdictor) (Sqd4).blk|4.0|3091|||3091|-|Battlearmor|Juggernaut|342|2780000|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Mimetic,|BAJumpJet,ISBASRM2,BAHeavyBattleClaw,IS BA ECM|Tvastar Enterprises|Regulus|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Ogre Battle Armor|(Sqd4)|6481|Ogre Battle Armor (Sqd4)|false|TRO: 3145 Free Worlds League|data\mechfiles\battlearmor\3145\Marik\Ogre BA (Sqd4).blk|4.0|3091|||3091|-|Battlearmor|Juggernaut|280|2300000|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Standard (Basic),|BAJumpJet,ISBASRM2,BAHeavyBattleClaw|Tvastar Enterprises|Regulus|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Xiphos Assault Battle Armor|A(Sqd4)|6484|Xiphos Assault Battle Armor A(Sqd4)|false|TRO: 3145 Free Worlds League|data\mechfiles\battlearmor\3145\Marik\Xiphos Assault BA A (Sqd4).blk|4.0|3116||3116||-|Battlearmor|Juggernaut|311|2966000|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Reactive (Blazer),|BAJumpJet,CLBALight Recoilless Rifle,ISBAMagshotGR,BABasicManipulator|Irian Technologies,Irian Technologies|Irian,Washburn|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Xiphos Assault Battle Armor|A(Sqd5)|8758|Xiphos Assault Battle Armor A(Sqd5)|false|TRO: 3145 Free Worlds League|data\mechfiles\battlearmor\3145\Marik\Xiphos Assault BA A (Sqd5).blk|5.0|3116||3116||-|Battlearmor|Juggernaut|419|3707500|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Reactive (Blazer),|BAJumpJet,CLBALight Recoilless Rifle,ISBAMagshotGR,BABasicManipulator|Irian Technologies,Irian Technologies|Irian,Washburn|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Xiphos Assault Battle Armor|A(Sqd6)|9121|Xiphos Assault Battle Armor A(Sqd6)|false|TRO: 3145 Free Worlds League|data\mechfiles\battlearmor\3145\Marik\Xiphos Assault BA A (Sqd6).blk|6.0|3116||3116||-|Battlearmor|Juggernaut|539|4449000|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Reactive (Blazer),|BAJumpJet,CLBALight Recoilless Rifle,ISBAMagshotGR,BABasicManipulator|Irian Technologies,Irian Technologies|Irian,Washburn|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Xiphos Assault Battle Armor|B(Sqd4)|6485|Xiphos Assault Battle Armor B(Sqd4)|false|TRO: 3145 Free Worlds League|data\mechfiles\battlearmor\3145\Marik\Xiphos Assault BA B (Sqd4).blk|4.0|3116||3116||-|Battlearmor|Juggernaut|271|3042000|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Reactive (Blazer),|BAJumpJet,ISBASRM1OS,ISBAPlasmaRifle,BABasicManipulator|Irian Technologies,Irian Technologies|Irian,Washburn|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Xiphos Assault Battle Armor|B(Sqd5)|8759|Xiphos Assault Battle Armor B(Sqd5)|false|TRO: 3145 Free Worlds League|data\mechfiles\battlearmor\3145\Marik\Xiphos Assault BA B (Sqd5).blk|5.0|3116||3116||-|Battlearmor|Juggernaut|365|3802500|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Reactive (Blazer),|BAJumpJet,ISBASRM1OS,ISBAPlasmaRifle,BABasicManipulator|Irian Technologies,Irian Technologies|Irian,Washburn|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Xiphos Assault Battle Armor|B(Sqd6)|9122|Xiphos Assault Battle Armor B(Sqd6)|false|TRO: 3145 Free Worlds League|data\mechfiles\battlearmor\3145\Marik\Xiphos Assault BA B (Sqd6).blk|6.0|3116||3116||-|Battlearmor|Juggernaut|469|4563000|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Reactive (Blazer),|BAJumpJet,ISBASRM1OS,ISBAPlasmaRifle,BABasicManipulator|Irian Technologies,Irian Technologies|Irian,Washburn|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Xiphos Assault Battle Armor|C(Sqd4)|6486|Xiphos Assault Battle Armor C(Sqd4)|false|TRO: 3145 Free Worlds League|data\mechfiles\battlearmor\3145\Marik\Xiphos Assault BA C (Sqd4).blk|4.0|3116||3116||-|Battlearmor|Juggernaut|271|3025000|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Reactive (Blazer),|BAJumpJet,ISBAHeatSensor,CLBAHeavyFlamer,BABasicManipulator|Irian Technologies,Irian Technologies|Irian,Washburn|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Xiphos Assault Battle Armor|C(Sqd5)|8760|Xiphos Assault Battle Armor C(Sqd5)|false|TRO: 3145 Free Worlds League|data\mechfiles\battlearmor\3145\Marik\Xiphos Assault BA C (Sqd5).blk|5.0|3116||3116||-|Battlearmor|Juggernaut|365|3781250|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Reactive (Blazer),|BAJumpJet,ISBAHeatSensor,CLBAHeavyFlamer,BABasicManipulator|Irian Technologies,Irian Technologies|Irian,Washburn|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Xiphos Assault Battle Armor|C(Sqd6)|9123|Xiphos Assault Battle Armor C(Sqd6)|false|TRO: 3145 Free Worlds League|data\mechfiles\battlearmor\3145\Marik\Xiphos Assault BA C (Sqd6).blk|6.0|3116||3116||-|Battlearmor|Juggernaut|469|4537500|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Reactive (Blazer),|BAJumpJet,ISBAHeatSensor,CLBAHeavyFlamer,BABasicManipulator|Irian Technologies,Irian Technologies|Irian,Washburn|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Marauder Battle Armor|(Sqd4)|6525|Marauder Battle Armor (Sqd4)|false|TRO: 3145 Mercenaries|data\mechfiles\battlearmor\3145\Merc\Marauder BA (Sqd4).blk|4.0|3110|||3110|-|Battlearmor|Ambusher|247|2046640|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Standard (Basic),|ISBASupportPPC,CLBALight Recoilless Rifle,CLBALightTAG,BAAPMount,InfantryAssaultRifle,BA-Magnetic Clamp|Marian Arms, Inc.,Pinard Protectorates Limited|Horatius,Macleod's Land|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Marauder Battle Armor|(Sqd5)|8762|Marauder Battle Armor (Sqd5)|false|TRO: 3145 Mercenaries|data\mechfiles\battlearmor\3145\Merc\Marauder BA (Sqd5).blk|5.0|3110|||3110|-|Battlearmor|Ambusher|332|2558300|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Standard (Basic),|ISBASupportPPC,CLBALight Recoilless Rifle,CLBALightTAG,BAAPMount,InfantryAssaultRifle,BA-Magnetic Clamp|Marian Arms, Inc.,Pinard Protectorates Limited|Horatius,Macleod's Land|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Marauder Battle Armor|(Sqd6)|9125|Marauder Battle Armor (Sqd6)|false|TRO: 3145 Mercenaries|data\mechfiles\battlearmor\3145\Merc\Marauder BA (Sqd6).blk|6.0|3110|||3110|-|Battlearmor|Ambusher|427|3069960|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Standard (Basic),|ISBASupportPPC,CLBALight Recoilless Rifle,CLBALightTAG,BAAPMount,InfantryAssaultRifle,BA-Magnetic Clamp|Marian Arms, Inc.,Pinard Protectorates Limited|Horatius,Macleod's Land|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Spectre Stealth Battle Armor|(Sqd4)|6523|Spectre Stealth Battle Armor (Sqd4)|false|TRO: 3145 Mercenaries|data\mechfiles\battlearmor\3145\Merc\Spectre Stealth BA (Sqd4).blk|4.0|3097|||3097|-|Battlearmor|Scout|193|1840000|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Stealth (Improved),|BADavidLightGaussRifle,BA-Magnetic Clamp,BAMechanicalJumpBooster,BABattleClawVibro|Protectorate Arms Conglomerate (Formerly Protectorate Defense Conglomerate)|Diik|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Spectre Stealth Battle Armor|(Sqd5)|8761|Spectre Stealth Battle Armor (Sqd5)|false|TRO: 3145 Mercenaries|data\mechfiles\battlearmor\3145\Merc\Spectre Stealth BA (Sqd5).blk|5.0|3097|||3097|-|Battlearmor|Scout|260|2300000|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Stealth (Improved),|BADavidLightGaussRifle,BA-Magnetic Clamp,BAMechanicalJumpBooster,BABattleClawVibro|Protectorate Arms Conglomerate (Formerly Protectorate Defense Conglomerate)|Diik|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Spectre Stealth Battle Armor|(Sqd6)|9124|Spectre Stealth Battle Armor (Sqd6)|false|TRO: 3145 Mercenaries|data\mechfiles\battlearmor\3145\Merc\Spectre Stealth BA (Sqd6).blk|6.0|3097|||3097|-|Battlearmor|Scout|335|2760000|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Stealth (Improved),|BADavidLightGaussRifle,BA-Magnetic Clamp,BAMechanicalJumpBooster,BABattleClawVibro|Protectorate Arms Conglomerate (Formerly Protectorate Defense Conglomerate)|Diik|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Gray Death Strike Suit|(HarJel)(Sqd4)|6729|Gray Death Strike Suit (HarJel)(Sqd4)|false|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Gray Death SA (Harjel) (Sqd4).blk|4.0|3107|||3107|-|Battlearmor|Ambusher|277|1916000|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Advanced,|ISBAFireDrakeNeedler,CLBALightTAG,ISBASRM3,BABasicManipulator|Defiance Industries|Furillo|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|BA Harjel not coded. Unit included for completeness
Gray Death Strike Suit|(HarJel)(Sqd5)|8784|Gray Death Strike Suit (HarJel)(Sqd5)|false|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Gray Death SA (Harjel) (Sqd5).blk|5.0|3107|||3107|-|Battlearmor|Ambusher|372|2395000|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Advanced,|ISBAFireDrakeNeedler,CLBALightTAG,ISBASRM3,BABasicManipulator|Defiance Industries|Furillo|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|BA Harjel not coded. Unit included for completeness
Gray Death Strike Suit|(HarJel)(Sqd6)|9147|Gray Death Strike Suit (HarJel)(Sqd6)|false|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Gray Death SA (Harjel) (Sqd6).blk|6.0|3107|||3107|-|Battlearmor|Ambusher|479|2874000|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Advanced,|ISBAFireDrakeNeedler,CLBALightTAG,ISBASRM3,BABasicManipulator|Defiance Industries|Furillo|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|BA Harjel not coded. Unit included for completeness
Grenadier Battle Armor|[Heavy Flamer](Sqd4)|6739|Grenadier Battle Armor [Heavy Flamer](Sqd4)|false|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Grenadier BA [Heavy Flamer] (Sqd4).blk|4.0|3097|||3097|-|Battlearmor|Ambusher|260|2950000|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Stealth (Standard),|CLBAHeavyFlamer,BABasicManipulator|Albion Advanced Technologies and Products,General Motors|New Avalon,Talcott|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Grenadier Battle Armor|[Heavy Flamer](Sqd5)|8794|Grenadier Battle Armor [Heavy Flamer](Sqd5)|false|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Grenadier BA [Heavy Flamer] (Sqd5).blk|5.0|3097|||3097|-|Battlearmor|Ambusher|350|3687500|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Stealth (Standard),|CLBAHeavyFlamer,BABasicManipulator|Albion Advanced Technologies and Products,General Motors|New Avalon,Talcott|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Grenadier Battle Armor|[Heavy Flamer](Sqd6)|9157|Grenadier Battle Armor [Heavy Flamer](Sqd6)|false|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Grenadier BA [Heavy Flamer] (Sqd6).blk|6.0|3097|||3097|-|Battlearmor|Ambusher|450|4425000|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Stealth (Standard),|CLBAHeavyFlamer,BABasicManipulator|Albion Advanced Technologies and Products,General Motors|New Avalon,Talcott|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Grenadier Battle Armor|(Hunter-Killer) [C3/HRR](Sqd4)|6740|Grenadier Battle Armor (Hunter-Killer) [C3/HRR](Sqd4)|false|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Grenadier BA [HK C3 HRR] (Sqd4).blk|4.0|3123||3123||-|Battlearmor|Ambusher|240|3136000|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Stealth (Standard),|CLBAHeavy Recoilless Rifle,ISBAFireDrakeNeedler,BattleArmorC3,BABasicManipulator|Albion Advanced Technologies and Products,General Motors|New Avalon,Talcott|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Grenadier Battle Armor|(Hunter-Killer) [C3/HRR](Sqd5)|8795|Grenadier Battle Armor (Hunter-Killer) [C3/HRR](Sqd5)|false|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Grenadier BA [HK C3 HRR] (Sqd5).blk|5.0|3123||3123||-|Battlearmor|Ambusher|323|3920000|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Stealth (Standard),|CLBAHeavy Recoilless Rifle,ISBAFireDrakeNeedler,BattleArmorC3,BABasicManipulator|Albion Advanced Technologies and Products,General Motors|New Avalon,Talcott|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Grenadier Battle Armor|(Hunter-Killer) [C3/HRR](Sqd6)|9158|Grenadier Battle Armor (Hunter-Killer) [C3/HRR](Sqd6)|false|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Grenadier BA [HK C3 HRR] (Sqd6).blk|6.0|3123||3123||-|Battlearmor|Ambusher|415|4704000|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Stealth (Standard),|CLBAHeavy Recoilless Rifle,ISBAFireDrakeNeedler,BattleArmorC3,BABasicManipulator|Albion Advanced Technologies and Products,General Motors|New Avalon,Talcott|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Grenadier Battle Armor|(Hunter-Killer) [SVSP/Magshot](Sqd4)|6741|Grenadier Battle Armor (Hunter-Killer) [SVSP/Magshot](Sqd4)|false|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Grenadier BA [HK SVSP Magshot] (Sqd4).blk|4.0|3123|||3123|-|Battlearmor|Ambusher|291|3148000|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Stealth (Standard),|ISBASmallVSPLaser,ISBAFireDrakeNeedler,ISBAMagshotGR,BABasicManipulator|Albion Advanced Technologies and Products,General Motors|New Avalon,Talcott|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Grenadier Battle Armor|(Hunter-Killer) [SVSP/Magshot](Sqd5)|8796|Grenadier Battle Armor (Hunter-Killer) [SVSP/Magshot](Sqd5)|false|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Grenadier BA [HK SVSP Magshot] (Sqd5).blk|5.0|3123|||3123|-|Battlearmor|Ambusher|391|3935000|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Stealth (Standard),|ISBASmallVSPLaser,ISBAFireDrakeNeedler,ISBAMagshotGR,BABasicManipulator|Albion Advanced Technologies and Products,General Motors|New Avalon,Talcott|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Grenadier Battle Armor|(Hunter-Killer) [SVSP/Magshot](Sqd6)|9159|Grenadier Battle Armor (Hunter-Killer) [SVSP/Magshot](Sqd6)|false|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Grenadier BA [HK SVSP Magshot] (Sqd6).blk|6.0|3123|||3123|-|Battlearmor|Ambusher|503|4722000|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Stealth (Standard),|ISBASmallVSPLaser,ISBAFireDrakeNeedler,ISBAMagshotGR,BABasicManipulator|Albion Advanced Technologies and Products,General Motors|New Avalon,Talcott|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Infiltrator Mk. II Battle Armor|(Marine)(Sqd4)|6730|Infiltrator Mk. II Battle Armor (Marine)(Sqd4)|false|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Infiltrator Mk. II BA (Marine) (Sqd4).blk|4.0|3092|||3092|-|Battlearmor|Ambusher|221|2564000|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Stealth (Standard),|BAJumpJet,CLBAMicroPulseLaser,BABasicManipulator,BACuttingTorch,BA-Magnetic Clamp,ISBASpaceOperationsAdaptation|Albion Advanced Technologies and Products|New Avalon|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Infiltrator Mk. II Battle Armor|(Marine)(Sqd5)|8785|Infiltrator Mk. II Battle Armor (Marine)(Sqd5)|false|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Infiltrator Mk. II BA (Marine) (Sqd5).blk|5.0|3092|||3092|-|Battlearmor|Ambusher|297|3205000|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Stealth (Standard),|BAJumpJet,CLBAMicroPulseLaser,BABasicManipulator,BACuttingTorch,BA-Magnetic Clamp,ISBASpaceOperationsAdaptation|Albion Advanced Technologies and Products|New Avalon|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Infiltrator Mk. II Battle Armor|(Marine)(Sqd6)|9148|Infiltrator Mk. II Battle Armor (Marine)(Sqd6)|false|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Infiltrator Mk. II BA (Marine) (Sqd6).blk|6.0|3092|||3092|-|Battlearmor|Ambusher|382|3846000|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Stealth (Standard),|BAJumpJet,CLBAMicroPulseLaser,BABasicManipulator,BACuttingTorch,BA-Magnetic Clamp,ISBASpaceOperationsAdaptation|Albion Advanced Technologies and Products|New Avalon|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Ironhold Assault Battle Armor|(Anti-Tank)(Sqd4)|6742|Ironhold Assault Battle Armor (Anti-Tank)(Sqd4)|true|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Ironhold Assault BA (Anti-Tank) (Sqd4).blk|4.0|3097||3097||-|Battlearmor|Juggernaut|447|3878000|3|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Fire Resistant,|BAJumpJet,Battle Armor LB-X AC,CLBASRM1OS,BABasicManipulator|Olivetti Weaponry|Sudeten|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Ironhold Assault Battle Armor|(Anti-Tank)(Sqd5)|8797|Ironhold Assault Battle Armor (Anti-Tank)(Sqd5)|true|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Ironhold Assault BA (Anti-Tank) (Sqd5).blk|5.0|3097||3097||-|Battlearmor|Juggernaut|601|4847500|3|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Fire Resistant,|BAJumpJet,Battle Armor LB-X AC,CLBASRM1OS,BABasicManipulator|Olivetti Weaponry|Sudeten|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Ironhold Assault Battle Armor|(Anti-Tank)(Sqd6)|9160|Ironhold Assault Battle Armor (Anti-Tank)(Sqd6)|true|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Ironhold Assault BA (Anti-Tank) (Sqd6).blk|6.0|3097||3097||-|Battlearmor|Juggernaut|773|5817000|3|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Fire Resistant,|BAJumpJet,Battle Armor LB-X AC,CLBASRM1OS,BABasicManipulator|Olivetti Weaponry|Sudeten|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Kobold Battle Armor IIC|(Sqd4)|6728|Kobold Battle Armor IIC (Sqd4)|true|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Kobold BA IIC (Sqd4).blk|4.0|3094||3094||-|Battlearmor|Scout|186|3182320|3|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Improved),|BAVTOL,CL BA ECM,CLBALightTAG,CLBALightMG,BAArmoredGlove,InfantryAssaultRifle|Grumium Creations|Grumium|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Kobold Battle Armor IIC|(Sqd5)|8783|Kobold Battle Armor IIC (Sqd5)|true|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Kobold BA IIC (Sqd5).blk|5.0|3094||3094||-|Battlearmor|Scout|251|3977900|3|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Improved),|BAVTOL,CL BA ECM,CLBALightTAG,CLBALightMG,BAArmoredGlove,InfantryAssaultRifle|Grumium Creations|Grumium|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Kobold Battle Armor IIC|(Sqd6)|9071|Kobold Battle Armor IIC (Sqd6)|true|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Kobold BA IIC (Sqd6).blk|6.0|3094||3094||-|Battlearmor|Ambusher|323|4773480|3|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Improved),|BAVTOL,CL BA ECM,CLBALightTAG,CLBALightMG,BAArmoredGlove,InfantryAssaultRifle|Grumium Creations|Grumium|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Kopis Assault Battle Armor|(AI Mk II)(Sqd4)|6743|Kopis Assault Battle Armor (AI Mk II)(Sqd4)|false|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Kopis Assault BA (AI Mk II) (Sqd4).blk|4.0|3090|||3090|-|Battlearmor|Ambusher|284|3116000|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Advanced,|BAHeavyBattleClaw,CLBAHeavy Recoilless Rifle,ISImprovedSensors,CLBAHeavyGrenadeLauncher|Grumium Creations|Grumium|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Kopis Assault Battle Armor|(AI Mk II)(Sqd5)|8798|Kopis Assault Battle Armor (AI Mk II)(Sqd5)|false|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Kopis Assault BA (AI Mk II) (Sqd5).blk|5.0|3090|||3090|-|Battlearmor|Ambusher|382|3895000|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Advanced,|BAHeavyBattleClaw,CLBAHeavy Recoilless Rifle,ISImprovedSensors,CLBAHeavyGrenadeLauncher|Grumium Creations|Grumium|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Kopis Assault Battle Armor|(AI Mk II)(Sqd6)|9161|Kopis Assault Battle Armor (AI Mk II)(Sqd6)|false|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Kopis Assault BA (AI Mk II) (Sqd6).blk|6.0|3090|||3090|-|Battlearmor|Ambusher|491|4674000|2|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Advanced,|BAHeavyBattleClaw,CLBAHeavy Recoilless Rifle,ISImprovedSensors,CLBAHeavyGrenadeLauncher|Grumium Creations|Grumium|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Kopis Assault Battle Armor|(Mortar)(Sqd4)|6745|Kopis Assault Battle Armor (Mortar)(Sqd4)|false|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Kopis Assault BA (Mortar) (Sqd4).blk|4.0|3120||3120||-|Battlearmor|Ambusher|301|2860640|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Reactive (Blazer),|BAHeavyBattleClaw,CLBAHeavyMortar,BAAPMount,InfantryAssaultRifle|Grumium Creations|Grumium|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Kopis Assault Battle Armor|(Mortar)(Sqd5)|8800|Kopis Assault Battle Armor (Mortar)(Sqd5)|false|Record Sheets: 3145 New Tech New Upgrades|data\mechfiles\battlearmor\3145\NTNU RS\Kopis Assault BA (Mortar) (Sqd5).blk|5.0|3120||3120||-|Battlearmor|Ambusher|406|3575800|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Reactive (Blazer),|BAHeavyBattleClaw,CLBAHeavyMortar,BAAPMount,InfantryAssaultRifle|Grumium Creations|Grumium|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
